,title,isbn,booktype,author,rating,ratingCount,reviewCount,year,genres
1593,"Bloodlines (Bloodlines, #1)",9781846244179,books.book,https://www.goodreads.com/author/show/3433502.Lindsay_Anne_Kendal,3.70,929,85,2010,young-adult|fantasy|paranormal|paranormal|vampires|fantasy|horror
1594,"This Girl (Slammed, #3)",null,books.book,https://www.goodreads.com/author/show/5430144.Colleen_Hoover,4.15,67457,6073,2013,romance|new-adult|contemporary|young-adult|romance|contemporary-romance
1595,The Kitchen House,9781439153666,books.book,https://www.goodreads.com/author/show/3067074.Kathleen_Grissom,4.19,212648,17567,2010,historical|historical-fiction|fiction|historical|book-club
1596,"Glass Sword (Red Queen, #2)",9780062310668,books.book,https://www.goodreads.com/author/show/7074943.Victoria_Aveyard,3.92,149602,16022,2016,fantasy|young-adult|science-fiction|dystopia
1597,Scars and Voices,null,books.book,https://www.goodreads.com/author/show/18819116.Adam_Carpenter_Welles,4.48,178,3,2019,book-club|novels|fiction|drama|contemporary
1598,The Rules of Attraction,9780679781486,books.book,https://www.goodreads.com/author/show/2751.Bret_Easton_Ellis,3.68,37503,1252,1987,fiction|contemporary|novels|lgbt|literature|american|literature|thriller|dark|adult|adult-fiction
1599,Kindred,9780807083697,books.book,https://www.goodreads.com/author/show/29535.Octavia_E_Butler,4.23,73614,8697,1979,historical|historical-fiction|fiction|science-fiction|fantasy|science-fiction|time-travel
1600,I Am Malala,9780316322409,books.book,https://www.goodreads.com/author/show/7064545.Malala_Yousafzai,4.10,338411,18497,2012,non-fiction|biography|autobiography|memoir|feminism
1601,Lord Jim,9781551111728,books.book,https://www.goodreads.com/author/show/3345.Joseph_Conrad,3.62,25640,1177,1900,classics|fiction|literature|adventure
1602,"Shadow's Edge (Night Angel, #2)",9780316033657,books.book,https://www.goodreads.com/author/show/1370283.Brent_Weeks,4.27,83070,1870,2008,fantasy|fiction|fantasy|epic-fantasy|fantasy|magic
1603,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",9780671742515,books.book,https://www.goodreads.com/author/show/4.Douglas_Adams,4.06,72293,1751,1988,fiction|fantasy|science-fiction|humor|mystery
1604,"An Ember in the Ashes (An Ember in the Ashes, #1)",null,books.book,https://www.goodreads.com/author/show/7770873.Sabaa_Tahir,4.31,145694,19783,2015,fantasy|young-adult|romance
1605,The Mountain's Morning Song,9781793378675,books.book,https://www.goodreads.com/author/show/2339463.William_Graney,4.46,281,4,2019,book-club
1606,"Significance (Significance, #1)",9781481200578,books.book,https://www.goodreads.com/author/show/4951964.Shelly_Crane,4.12,40519,2794,2011,fantasy|paranormal|young-adult|romance|fantasy|romance|paranormal-romance
1607,"Code Name Verity (Code Name Verity, #1)",9781405258210,books.book,https://www.goodreads.com/author/show/52320.Elizabeth_E_Wein,4.06,84034,13609,2012,historical|historical-fiction|young-adult|historical|fiction|war|war|world-war-ii
1608,Enna Burning,9781582349060,books.book,https://www.goodreads.com/author/show/49177.Shannon_Hale,3.98,36785,3623,2004,fantasy|young-adult|fiction|romance
1609,Amy & Roger's Epic Detour,9781416990659,books.book,https://www.goodreads.com/author/show/3351454.Morgan_Matson,4.01,82255,8264,2010,young-adult|contemporary|romance|travel|road-trip
1610,Bag of Bones,9780671024239,books.book,https://www.goodreads.com/author/show/3389.Stephen_King,3.89,158568,3730,1998,horror|fiction|thriller
1611,"The Sword in the Stone (The Once and Future King, #1)",9780006753995,books.book,https://www.goodreads.com/author/show/426944.T_H_White,3.91,21958,805,1938,fantasy|classics|fiction|historical|historical-fiction|mythology|arthurian|childrens|young-adult|fantasy|mythology|adventure|historical
1612,"Beyond the Shadows (Night Angel, #3)",9780316033664,books.book,https://www.goodreads.com/author/show/1370283.Brent_Weeks,4.29,79939,2052,2008,fantasy|fiction|fantasy|epic-fantasy|fantasy|magic|fantasy|high-fantasy|science-fiction-fantasy|adventure|fantasy|dark-fantasy|epic|action
1613,The Mill on the Floss,9780141439624,books.book,https://www.goodreads.com/author/show/173.George_Eliot,3.79,44795,1743,1860,classics|fiction|literature|19th-century|literature
1614,In Search of Lost Time (6 Volumes),9780812969641,books.book,https://www.goodreads.com/author/show/233619.Marcel_Proust,4.34,9263,521,1927,classics|fiction|cultural|france|literature|european-literature|french-literature|philosophy
1615,Little Dorrit,9780141439969,books.book,https://www.goodreads.com/author/show/239579.Charles_Dickens,3.98,41529,1430,1855,classics|fiction
1616,"The Constant Princess (The Plantagenet and Tudor Novels, #6)",9780743272490,books.book,https://www.goodreads.com/author/show/9987.Philippa_Gregory,3.90,141501,4522,2005,historical|historical-fiction|fiction|historical|romance
1617,"Faith of the Fallen (Sword of Truth, #6)",9780812576399,books.book,https://www.goodreads.com/author/show/3441.Terry_Goodkind,4.11,62136,1094,2001,fantasy|fiction|fantasy|epic-fantasy
1618,Hairspray and Lighter,null,books.book,https://www.goodreads.com/author/show/18645608.J_Jupes,4.50,548,10,2018,contemporary|novels|book-club|fiction|drama|epic
1619,Falling Up,9780060513092,books.book,https://www.goodreads.com/author/show/435477.Shel_Silverstein,4.34,117928,1475,1996,poetry|childrens
1620,"Baby (Species Intervention #6609, #1)",null,books.book,https://www.goodreads.com/author/show/6521036.J_K_Accinni,3.81,837,220,2012,science-fiction|horror|science-fiction|aliens|fantasy|thriller
1621,"Carry On (Simon Snow, #1)",9781250135025,books.book,https://www.goodreads.com/author/show/4208569.Rainbow_Rowell,4.23,144737,21324,2015,fantasy|young-adult|lgbt|romance
1622,The Road Less Traveled,9780671250676,books.book,https://www.goodreads.com/author/show/3061.M_Scott_Peck,4.05,76510,2078,1978,psychology|non-fiction|self-help|spirituality|philosophy
1623,"Fruits Basket, Vol. 1",9781591826033,books.book,https://www.goodreads.com/author/show/26306.Natsuki_Takaya,4.23,135169,1760,1999,sequential-art|manga|fantasy|sequential-art|graphic-novels|romance|young-adult|sequential-art|comics
1624,"Fade Out (The Morganville Vampires, #7)",9780451228666,books.book,https://www.goodreads.com/author/show/15292.Rachel_Caine,4.19,37086,908,2009,paranormal|vampires|young-adult|fantasy|paranormal|fantasy|fantasy|urban-fantasy
1625,Dreamland,9780142401750,books.book,https://www.goodreads.com/author/show/2987.Sarah_Dessen,3.91,70802,4142,2000,young-adult|contemporary|romance|fiction
1626,Heart of Darkness and The Secret Sharer,9780451526571,books.book,https://www.goodreads.com/author/show/3345.Joseph_Conrad,3.49,15917,786,1910,classics|fiction|literature|academic|school
1627,Animal Farm,9780451526342,books.book,https://www.goodreads.com/author/show/3706.George_Orwell,3.92,2373414,46703,1945,classics|fiction|science-fiction|dystopia|fantasy|literature|academic|school|politics|science-fiction|novels|academic|read-for-school
1628,"So Long, and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy, #4)",9780330491235,books.book,https://www.goodreads.com/author/show/4.Douglas_Adams,4.09,129879,2509,1984,science-fiction|fiction|humor|fantasy|humor|comedy|science-fiction-fantasy|humor|funny|classics|audiobook|novels
1629,"Night Play (Dark-Hunter #5, Were-Hunter #1)",9780312992422,books.book,https://www.goodreads.com/author/show/4430.Sherrilyn_Kenyon,4.36,47853,1531,2004,romance|paranormal-romance|fantasy|paranormal|romance|fantasy|paranormal|vampires
1630,Gates of Fire,9780553383683,books.book,https://www.goodreads.com/author/show/867.Steven_Pressfield,4.41,25386,1865,1998,historical|historical-fiction|fiction|war|military-fiction|war|historical
1631,Bumi Manusia,9789799731234,books.book,https://www.goodreads.com/author/show/101823.Pramoedya_Ananta_Toer,4.38,13801,1488,1975,fiction|historical|historical-fiction|asian-literature|indonesian-literature|literature
1632,"Ship of Magic (Liveship Traders, #1)",9780006498858,books.book,https://www.goodreads.com/author/show/25307.Robin_Hobb,4.15,53474,2227,1998,fantasy|fiction|fantasy|epic-fantasy|fantasy|high-fantasy
1633,"Magic Burns (Kate Daniels, #2)",9780441015832,books.book,https://www.goodreads.com/author/show/21748.Ilona_Andrews,4.33,66495,3306,2008,fantasy|urban-fantasy|fantasy|fantasy|paranormal|fantasy|magic|paranormal|vampires|romance|romance|paranormal-romance
1634,Brida,9789504915249,books.book,https://www.goodreads.com/author/show/566.Paulo_Coelho,3.47,61550,3033,1990,fiction|fantasy|philosophy|novels
1635,The Hot Zone,9780385495226,books.book,https://www.goodreads.com/author/show/8184204.Richard_Preston,4.12,87613,4568,1994,non-fiction|science|history|medical|health|medicine
1636,"Heist Society (Heist Society, #1)",9781423116394,books.book,https://www.goodreads.com/author/show/56224.Ally_Carter,3.91,84362,5127,2010,young-adult|mystery|contemporary|romance
1637,The Return of the Native,9780375757181,books.book,https://www.goodreads.com/author/show/15905.Thomas_Hardy,3.85,32293,1347,1878,classics|fiction|literature|literature|19th-century|historical|victorian|european-literature|british-literature|historical|historical-fiction|novels|classics|classic-literature|romance
1638,The House on Mango Street,9780679734772,books.book,https://www.goodreads.com/author/show/13234.Sandra_Cisneros,3.62,107712,9175,1984,fiction|young-adult|classics|short-stories|academic|school
1639,Batman,9780930289454,books.book,https://www.goodreads.com/author/show/3961.Alan_Moore,4.37,150332,4490,1988,sequential-art|comics|sequential-art|graphic-novels|dc-comics|batman|fiction|graphic-novels-comics
1640,"These Happy Golden Years (Little House, #8)",9780060264802,books.book,https://www.goodreads.com/author/show/5300.Laura_Ingalls_Wilder,4.19,61098,1210,1943,classics|historical|historical-fiction|childrens|fiction|young-adult|historical
1641,No Exit and Three Other Plays,9780679725169,books.book,https://www.goodreads.com/author/show/1466.Jean_Paul_Sartre,4.10,24871,645,1947,plays|philosophy|drama|fiction|classics|cultural|france
1642,Follow the River,9780345338549,books.book,https://www.goodreads.com/author/show/29544.James_Alexander_Thom,4.21,16930,2143,1981,historical|historical-fiction|fiction|historical|adventure|adventure|survival|north-american-history|american-history|book-club|westerns|adult-fiction|adult
1643,Raintree County,9780140236668,books.book,https://www.goodreads.com/author/show/150377.Ross_Lockridge_Jr_,3.96,879,74,1948,fiction|historical|historical-fiction|classics|novels
1644,Sunshine,9780515138818,books.book,https://www.goodreads.com/author/show/5339.Robin_McKinley,3.85,34432,4059,2003,paranormal|vampires|fantasy|urban-fantasy|fantasy|fantasy|paranormal|fiction|horror|young-adult
1645,"Dream Caster (Dream Cycle, #1)",9780991722907,books.book,https://www.goodreads.com/author/show/18535832.N_Nada,4.15,187,79,2012,fantasy|young-adult|science-fiction|science-fiction|dystopia|apocalyptic|post-apocalyptic
1646,"Never Fade (The Darkest Minds, #2)",9781423157519,books.book,https://www.goodreads.com/author/show/2973783.Alexandra_Bracken,4.28,67614,6277,2013,science-fiction|dystopia|young-adult|fantasy|science-fiction
1647,"The Body Finder (The Body Finder, #1)",9780061779817,books.book,https://www.goodreads.com/author/show/2755160.Kimberly_Derting,3.96,47453,3926,2010,young-adult|fantasy|paranormal|mystery|fantasy|romance
1648,"Smaragdgrün (Edelstein-Trilogie, #3)",9783401063485,books.book,https://www.goodreads.com/author/show/298438.Kerstin_Gier,4.20,57948,5112,2010,fantasy|young-adult|science-fiction|time-travel|romance|historical|historical-fiction
1649,Os Maias,9789725681367,books.book,https://www.goodreads.com/author/show/6913270.E_a_de_Queir_s,4.00,15014,444,1888,classics|european-literature|portuguese-literature|fiction|romance|cultural|portugal
1650,"The Sword of Summer (Magnus Chase and the Gods of Asgard, #1)",9781423160915,books.book,https://www.goodreads.com/author/show/15872.Rick_Riordan,4.26,125341,11146,2015,fantasy|fantasy|mythology|young-adult
1651,Rage of Angels,9780006178736,books.book,https://www.goodreads.com/author/show/9068.Sidney_Sheldon,3.93,32911,1031,1980,fiction|thriller|mystery|romance|suspense
1652,"Vampire Princess Rising (The Winters Family Saga, #2)",9781499227291,books.book,https://www.goodreads.com/author/show/7414345.Jami_Brumfield,4.33,227,32,2014,paranormal|vampires|shapeshifters|werewolves|paranormal|witches|paranormal|angels|fantasy|paranormal|fantasy|magic|romance|paranormal-romance|fantasy|supernatural|paranormal|shapeshifters|paranormal|demons
1653,"Shadowland (The Mediator, #1)",9780060725112,books.book,https://www.goodreads.com/author/show/167932.Jenny_Carroll,4.04,58675,2303,2000,young-adult|fantasy|fantasy|paranormal|romance|paranormal|ghosts
1654,"The Book of Three (The Chronicles of Prydain, #1)",9780805080483,books.book,https://www.goodreads.com/author/show/8924.Lloyd_Alexander,4.00,65813,2895,1964,fantasy|young-adult|fiction|childrens
1655,"Alas, Babylon",9780060741877,books.book,https://www.goodreads.com/author/show/21475.Pat_Frank,4.07,35963,2984,1959,fiction|science-fiction|apocalyptic|post-apocalyptic|classics|science-fiction|apocalyptic|science-fiction|dystopia
1656,"Porno (Mark Renton, #3)",9788433972613,books.book,https://www.goodreads.com/author/show/5687.Irvine_Welsh,3.73,19722,543,2005,fiction|contemporary|dark|novels|thriller
1657,"Wild Magic (Immortals, #1)",9781416903437,books.book,https://www.goodreads.com/author/show/8596.Tamora_Pierce,4.33,64927,1919,1992,fantasy|young-adult|fantasy|magic|fiction
1658,The Twits,9780141318301,books.book,https://www.goodreads.com/author/show/4273.Roald_Dahl,3.96,103777,3324,1980,childrens|fiction|fantasy
1659,The Executioner's Song,9780375700811,books.book,https://www.goodreads.com/author/show/7927.Norman_Mailer,4.06,17245,1140,1979,non-fiction|crime|true-crime|mystery|crime
1660,"The Magicians (The Magicians, #1)",9780670020553,books.book,https://www.goodreads.com/author/show/142270.Lev_Grossman,3.51,206134,20962,2009,fantasy|fiction|fantasy|magic|fantasy|urban-fantasy|young-adult
1661,We the Living,9780451187840,books.book,https://www.goodreads.com/author/show/432.Ayn_Rand,3.91,24735,1285,1936,fiction|classics|philosophy|historical|historical-fiction|literature
1662,"Just One Day (Just One Day, #1)",9780142422953,books.book,https://www.goodreads.com/author/show/295178.Gayle_Forman,4.01,73592,7870,2013,young-adult|romance|contemporary|fiction|new-adult|realistic-fiction|travel|womens-fiction|chick-lit|young-adult|young-adult-contemporary|young-adult|teen
1663,Our Town,9780060512637,books.book,https://www.goodreads.com/author/show/44061.Thornton_Wilder,3.66,41026,1595,1938,plays|classics|drama|fiction|academic|school
1664,"The House at Pooh Corner (Winnie-the-Pooh, #2)",9780525444442,books.book,https://www.goodreads.com/author/show/81466.A_A_Milne,4.36,76651,1173,1928,classics|childrens|fiction
1665,The Sneetches and Other Stories,9780007158508,books.book,https://www.goodreads.com/author/show/61105.Dr_Seuss,4.31,60555,944,1961,childrens|childrens|picture-books|fiction
1666,Buddenbrooks,9780679417378,books.book,https://www.goodreads.com/author/show/19405.Thomas_Mann,4.15,18972,914,1901,classics|fiction|european-literature|german-literature|cultural|germany
1667,"Spells (Wings, #2)",9780061668067,books.book,https://www.goodreads.com/author/show/2096360.Aprilynne_Pike,3.98,38254,2000,2009,fantasy|young-adult|romance|fantasy|paranormal|paranormal|fairies
1668,"Leaving Paradise (Leaving Paradise, #1)",9780738710181,books.book,https://www.goodreads.com/author/show/274533.Simone_Elkeles,4.01,40428,2400,2007,young-adult|romance|contemporary|realistic-fiction|fiction|romance|contemporary-romance|womens-fiction|chick-lit|young-adult|young-adult-romance|young-adult|high-school|young-adult|teen
1669,Station Eleven,9780385353304,books.book,https://www.goodreads.com/author/show/2786093.Emily_St_John_Mandel,4.03,257003,31533,2014,fiction|science-fiction|science-fiction|dystopia|apocalyptic|post-apocalyptic
1670,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",9780425201398,books.book,https://www.goodreads.com/author/show/9550.Laurell_K_Hamilton,4.17,84764,1553,1995,fantasy|urban-fantasy|paranormal|vampires|fantasy|paranormal|fantasy|horror|romance
1671,Om Chanting and Meditation,null,books.book,https://www.goodreads.com/author/show/492884.Amit_Ray,4.42,402,110,2010,spirituality|self-help|inspirational|religion|non-fiction
1672,The Girl Who Loved Tom Gordon,9781416524298,books.book,https://www.goodreads.com/author/show/3389.Stephen_King,3.58,116600,4211,1999,horror|fiction|thriller
1673,"An Ember in the Ashes (An Ember in the Ashes, #1)",9781595148032,books.book,https://www.goodreads.com/author/show/7770873.Sabaa_Tahir,4.31,145695,19783,2015,fantasy|young-adult|romance
1674,The Hundred Secret Senses,9780804111096,books.book,https://www.goodreads.com/author/show/5246.Amy_Tan,3.99,38472,1612,1995,fiction|historical|historical-fiction|cultural|china|cultural|asia
1675,Willow,9780803733565,books.book,https://www.goodreads.com/author/show/514824.Julia_Hoban,3.93,31010,1997,2009,young-adult|romance|contemporary|fiction|realistic-fiction
1676,"Dark Visions (Dark Visions, #1-3)",9781847386823,books.book,https://www.goodreads.com/author/show/50873.L_J_Smith,4.19,36639,1109,1991,young-adult|fantasy|fantasy|paranormal|romance
1677,"The Tea Rose (The Tea Rose, #1)",9780007208005,books.book,https://www.goodreads.com/author/show/36346.Jennifer_Donnelly,4.19,29518,2783,2002,historical|historical-fiction|romance|fiction|historical|romance|historical-romance
1678,"At First Sight (Jeremy Marsh & Lexie Darnell, #2)",9780446698467,books.book,https://www.goodreads.com/author/show/2345.Nicholas_Sparks,3.82,72416,3465,2004,romance|fiction|womens-fiction|chick-lit
1679,The Call of Cthulhu and Other Weird Stories,9780141182346,books.book,https://www.goodreads.com/author/show/9494.H_P_Lovecraft,4.23,33111,1213,1926,horror|fiction|short-stories|classics|fantasy|science-fiction
1680,The End of Eternity,9780449016190,books.book,https://www.goodreads.com/author/show/16667.Isaac_Asimov,4.23,38696,1948,1955,science-fiction|fiction|science-fiction|time-travel
1681,"First Drop of Crimson (Night Huntress World, #1)",9780061583223,books.book,https://www.goodreads.com/author/show/669810.Jeaniene_Frost,4.15,49688,2293,2010,paranormal|vampires|fantasy|paranormal|romance|paranormal-romance|romance|fantasy|urban-fantasy|fantasy
1682,Uprooted,9780804179034,books.book,https://www.goodreads.com/author/show/8730.Naomi_Novik,4.10,128910,18878,2015,fantasy|young-adult|fiction|romance|fantasy|magic
1683,"Along Came a Spider (Alex Cross, #1)",9780446692632,books.book,https://www.goodreads.com/author/show/3780.James_Patterson,4.10,366520,4511,1993,mystery|fiction|thriller|mystery|crime|suspense
1684,Cold Comfort Farm,9780143039594,books.book,https://www.goodreads.com/author/show/53259.Stella_Gibbons,3.91,38180,3005,1932,fiction|classics|humor
1685,"Eon (Eon, #1)",9780670062270,books.book,https://www.goodreads.com/author/show/88685.Alison_Goodman,3.98,51771,4194,2008,fantasy|young-adult|fantasy|dragons|fantasy|magic
1686,"The Winner's Curse (The Winner's Trilogy, #1)",9780374384685,books.book,https://www.goodreads.com/author/show/1238111.Marie_Rutkoski,4.01,82508,11489,2014,fantasy|young-adult|romance|science-fiction|dystopia
1687,"Stormbreaker (Alex Rider, #1)",9780142401651,books.book,https://www.goodreads.com/author/show/32590.Anthony_Horowitz,3.98,80711,4951,2000,young-adult|adventure|fiction|mystery
1688,"Tangled (Tangled, #1)",null,books.book,https://www.goodreads.com/author/show/6551005.Emma_Chase,4.10,100356,9177,2013,romance|contemporary|romance|contemporary-romance|new-adult|humor|funny|adult
1689,"Mateguas Island (Mateguas Island, #1)",9780991055449,books.book,https://www.goodreads.com/author/show/7754966.Linda_Watkins,3.86,522,116,2014,horror|fantasy|paranormal|suspense|gothic|fantasy|fiction
1690,"Rich Dad, Poor Dad",9780751532715,books.book,https://www.goodreads.com/author/show/600.Robert_T_Kiyosaki,4.03,269968,10367,1997,business|non-fiction|economics|finance|self-help|finance|personal-finance|currency|money|economics|self-help|personal-development|business|entrepreneurship|audiobook
1691,Horton Hears a Who!,9780679800033,books.book,https://www.goodreads.com/author/show/61105.Dr_Seuss,4.17,89640,1347,1954,childrens|childrens|picture-books|fiction|classics
1692,"The Reptile Room (A Series of Unfortunate Events, #2)",9780439206488,books.book,https://www.goodreads.com/author/show/36746.Lemony_Snicket,3.98,164873,6049,1999,fiction|young-adult|childrens|fantasy
1693,"Stone of Tears (Sword of Truth, #2)",9780312857066,books.book,https://www.goodreads.com/author/show/3441.Terry_Goodkind,4.11,98463,1702,1995,fantasy|fiction|fantasy|epic-fantasy|science-fiction-fantasy|fantasy|high-fantasy|fantasy|magic|adventure|romance|epic|adult
1694,"One Thousand White Women (One Thousand White Women, #1)",9780312199432,books.book,https://www.goodreads.com/author/show/18854.Jim_Fergus,3.88,106566,8290,1998,historical|historical-fiction|fiction|historical|book-club
1695,"This Side of the Grave (Night Huntress, #5)",9780061783180,books.book,https://www.goodreads.com/author/show/669810.Jeaniene_Frost,4.28,54462,2383,2011,paranormal|vampires|fantasy|paranormal|fantasy|urban-fantasy|romance|paranormal-romance|romance|fantasy
1696,"Raise High the Roof Beam, Carpenters & Seymour",9780316766944,books.book,https://www.goodreads.com/author/show/819789.J_D_Salinger,4.12,44099,1557,1955,fiction|classics|short-stories|literature|literature|american
1697,The Pickwick Papers,9780140436112,books.book,https://www.goodreads.com/author/show/239579.Charles_Dickens,3.83,22615,1438,1837,classics|fiction|literature
1698,The Crimson Petal and the White,9781841954318,books.book,https://www.goodreads.com/author/show/16272.Michel_Faber,3.88,34251,3003,2002,historical|historical-fiction|fiction|historical|historical|victorian
1699,The Hobbit,9780345368584,books.book,https://www.goodreads.com/author/show/28709.Chuck_Dixon,4.48,157883,1062,1989,fantasy|sequential-art|graphic-novels|classics|fiction|sequential-art|comics|adventure|young-adult|science-fiction-fantasy|fantasy|epic-fantasy|fantasy|magic
1700,"Grave Mercy (His Fair Assassin, #1)",9780547628349,books.book,https://www.goodreads.com/author/show/6914204.Robin_LaFevers,3.91,87506,8512,2012,fantasy|young-adult|historical|historical-fiction|romance|historical
1701,"A Hunger Like No Other (Immortals After Dark, #1)",9781416509875,books.book,https://www.goodreads.com/author/show/4428.Kresley_Cole,4.20,59856,3025,2006,romance|paranormal-romance|fantasy|paranormal|romance|paranormal|vampires|fantasy
1702,"The Testing (The Testing, #1)",9780547959108,books.book,https://www.goodreads.com/author/show/4027380.Joelle_Charbonneau,4.05,52606,6358,2013,science-fiction|dystopia|young-adult|science-fiction|fiction|romance|fantasy|apocalyptic|post-apocalyptic|adventure|young-adult|teen|adventure|survival
1703,"Xenocide (Ender's Saga, #3)",9780312861872,books.book,https://www.goodreads.com/author/show/589.Orson_Scott_Card,3.79,129366,3633,1991,science-fiction|fiction|fantasy|science-fiction-fantasy
1704,"Blood & Spirits (The Coming Storm, #1)",9781456325633,books.book,https://www.goodreads.com/author/show/4808225.Dennis_Sharpe,4.00,146,49,2011,fantasy|urban-fantasy|fantasy|paranormal|paranormal|vampires|fantasy|fantasy|supernatural|paranormal|ghosts|horror|zombies|horror|fantasy|dark-fantasy|fiction
1705,The Electric Kool-Aid Acid Test,9780553380644,books.book,https://www.goodreads.com/author/show/3083854.Tom_Wolfe,3.92,64117,1822,1968,non-fiction|history|classics
1706,"The Golem's Eye (Bartimaeus, #2)",9780786836543,books.book,https://www.goodreads.com/author/show/33467.Jonathan_Stroud,4.10,80179,1884,2004,fantasy|young-adult|fiction|fantasy|magic
1707,"Reached (Matched, #3)",9780525423669,books.book,https://www.goodreads.com/author/show/1304470.Ally_Condie,3.56,130328,10848,2012,young-adult|science-fiction|dystopia|romance
1708,"The City of Dreaming Books (Zamonia, #4)",9780099490579,books.book,https://www.goodreads.com/author/show/34878.Walter_Moers,4.36,14105,1120,2004,fantasy|fiction|writing|books-about-books|european-literature|german-literature|humor
1709,Three Comrades,9780449912423,books.book,https://www.goodreads.com/author/show/4116.Erich_Maria_Remarque,4.48,21202,565,1936,classics|fiction|european-literature|german-literature|historical|historical-fiction|war
1710,"Blue Moon (Anita Blake, Vampire Hunter, #8)",9780515134452,books.book,https://www.goodreads.com/author/show/9550.Laurell_K_Hamilton,4.05,58438,1004,1998,fantasy|urban-fantasy|paranormal|vampires|fantasy|paranormal|fantasy|romance
1711,Sphere,9780345418975,books.book,https://www.goodreads.com/author/show/5194.Michael_Crichton,3.79,152110,2813,1987,science-fiction|fiction|thriller
1712,"The Naming (The Books of Pellinor, #1)",9780763631628,books.book,https://www.goodreads.com/author/show/32401.Alison_Croggon,4.01,23185,1504,2002,fantasy|young-adult|fiction
1713,The Rainmaker,9780385339605,books.book,https://www.goodreads.com/author/show/721.John_Grisham,3.93,154380,1796,1995,fiction|thriller|mystery
1714,"Good in Bed (Cannie Shapiro, #1)",9780743418171,books.book,https://www.goodreads.com/author/show/9212.Jennifer_Weiner,3.72,269419,5778,2001,womens-fiction|chick-lit|fiction|romance|contemporary
1715,"Lord of Chaos (Wheel of Time, #6)",9780812513752,books.book,https://www.goodreads.com/author/show/6252.Robert_Jordan,4.12,113491,2245,1994,fantasy|fiction|fantasy|epic-fantasy|science-fiction-fantasy
1716,"To Say Nothing of the Dog (Oxford Time Travel, #2)",9780553575385,books.book,https://www.goodreads.com/author/show/14032.Connie_Willis,4.13,29821,3521,1998,science-fiction|science-fiction|time-travel|fiction|historical|historical-fiction|fantasy|humor
1717,"Free Four (Divergent, #1.5)",9780062237422,books.book,https://www.goodreads.com/author/show/4039811.Veronica_Roth,4.16,90466,4775,2012,young-adult|science-fiction|dystopia|short-stories
1718,"The Mammoth Hunters (Earth's Children, #3)",9780553381641,books.book,https://www.goodreads.com/author/show/861.Jean_M_Auel,3.90,57406,1497,1985,historical|historical-fiction|fiction|historical|fantasy|romance
1719,"The Dragonbone Chair (Memory, Sorrow, and Thorn, #1)",9780756402693,books.book,https://www.goodreads.com/author/show/6587.Tad_Williams,3.96,56413,1682,1988,fantasy|fiction|fantasy|epic-fantasy|fantasy|high-fantasy|science-fiction-fantasy
1720,Big Little Lies,9780399167065,books.book,https://www.goodreads.com/author/show/322069.Liane_Moriarty,4.26,606931,40917,2014,fiction|mystery|contemporary|womens-fiction|chick-lit
1721,Notes from Underground,9780679734529,books.book,https://www.goodreads.com/author/show/3137322.Fyodor_Dostoyevsky,4.16,60694,3877,1864,classics|fiction|cultural|russia|philosophy|literature|russian-literature|literature
1722,Under the Volcano,9780060955229,books.book,https://www.goodreads.com/author/show/17439.Malcolm_Lowry,3.79,20368,1243,1947,fiction|classics|literature|novels
1723,Standing for Something,9780609807255,books.book,https://www.goodreads.com/author/show/313356.Gordon_B_Hinckley,4.60,13782,711,2000,religion|non-fiction|christianity|lds|religion|church|inspirational|self-help|spirituality|lds|lds-non-fiction|philosophy|christian
1724,The Right Stuff,9780553381351,books.book,https://www.goodreads.com/author/show/3083854.Tom_Wolfe,4.25,39154,1308,1979,non-fiction|history|science|space|biography
1725,Let the Great World Spin,9781400063734,books.book,https://www.goodreads.com/author/show/14080.Colum_McCann,3.94,86571,8768,2009,fiction|historical|historical-fiction|new-york|book-club
1726,"Shadow Souls (The Vampire Diaries: The Return, #2)",9780061720819,books.book,https://www.goodreads.com/author/show/50873.L_J_Smith,3.78,35443,1077,2010,paranormal|vampires|young-adult|fantasy|fantasy|paranormal|romance
1727,The Hour I First Believed,9780060393496,books.book,https://www.goodreads.com/author/show/3505.Wally_Lamb,3.81,54095,6416,2007,fiction|historical|historical-fiction|contemporary
1728,What Dreams May Come,9780765308702,books.book,https://www.goodreads.com/author/show/8726.Richard_Matheson,3.95,10576,955,1978,fiction|fantasy|romance|horror|science-fiction
1729,House Rules,9780743296434,books.book,https://www.goodreads.com/author/show/7128.Jodi_Picoult,4.02,135296,10810,2010,fiction|mystery|contemporary
1730,The Calvin and Hobbes Tenth Anniversary Book,9780836204384,books.book,https://www.goodreads.com/author/show/13778.Bill_Watterson,4.63,49519,398,1995,sequential-art|comics|humor|sequential-art|graphic-novels|fiction
1731,"Incarceron (Incarceron, #1)",9780340893609,books.book,https://www.goodreads.com/author/show/190887.Catherine_Fisher,3.64,54989,5270,2007,fantasy|young-adult|science-fiction|dystopia|science-fiction
1732,"Gaudy Night (Lord Peter Wimsey, #12)",9780061043499,books.book,https://www.goodreads.com/author/show/8734.Dorothy_L_Sayers,4.24,21168,1512,1935,mystery|fiction|mystery|crime|classics|romance
