,title,isbn,booktype,author,rating,ratingCount,reviewCount,year,genres
2429,"The Boxcar Children (The Boxcar Children, #1)",9780807508527,books.book,https://www.goodreads.com/author/show/10665.Gertrude_Chandler_Warner,4.10,110199,2820,1942,childrens|fiction|mystery
2430,In Her Shoes,9780743495660,books.book,https://www.goodreads.com/author/show/9212.Jennifer_Weiner,3.78,188801,2659,2002,womens-fiction|chick-lit|fiction|romance
2431,The Tale of Peter Rabbit,9780723247708,books.book,https://www.goodreads.com/author/show/11593.Beatrix_Potter,4.17,185527,1774,1901,childrens|classics|childrens|picture-books|fiction|animals|fantasy|childrens|juvenile|childrens|childrens-classics|young-adult|kids
2432,The Swiss Family Robinson,9781402726026,books.book,https://www.goodreads.com/author/show/2897630.Johann_David_Wyss,3.92,91668,2183,1812,classics|fiction|adventure|childrens
2433,"Mrs. Mike (Mrs. Mike, #1)",9780425183236,books.book,https://www.goodreads.com/author/show/85288.Benedict_Freedman,4.14,16326,1964,1947,historical|historical-fiction|fiction|romance|cultural|canada|classics|historical
2434,"Night School (Night School, #1)",9781907411212,books.book,https://www.goodreads.com/author/show/5430378.C_J_Daugherty,4.03,15327,1559,2012,young-adult|mystery|fantasy|romance|fantasy|paranormal
2435,The Audacity of Hope,9780307237699,books.book,https://www.goodreads.com/author/show/6356.Barack_Obama,3.74,126715,4950,2006,non-fiction|politics|biography|autobiography|memoir|biography|autobiography
2436,The Last Juror,9780385339681,books.book,https://www.goodreads.com/author/show/721.John_Grisham,3.86,74554,2097,2004,fiction|thriller|mystery|mystery|crime|suspense
2437,"Steelheart (The Reckoners, #1)",9780385743563,books.book,https://www.goodreads.com/author/show/38550.Brandon_Sanderson,4.16,128775,12144,2013,fantasy|young-adult|science-fiction|science-fiction|dystopia|fiction
2438,"The Penultimate Peril (A Series of Unfortunate Events, #12)",9780064410151,books.book,https://www.goodreads.com/author/show/36746.Lemony_Snicket,4.05,82022,2146,2005,fiction|young-adult|childrens|mystery
2439,"That Was Then, This Is Now",9780140389661,books.book,https://www.goodreads.com/author/show/762707.S_E_Hinton,3.91,27285,1686,1971,young-adult|fiction|classics|young-adult|coming-of-age
2440,The Feast of the Goat,9780571207763,books.book,https://www.goodreads.com/author/show/22515.Mario_Vargas_Llosa,4.25,20966,1760,2000,fiction|historical|historical-fiction|novels|cultural|latin-american|european-literature|spanish-literature
2441,Hinds' Feet on High Places,9780842314299,books.book,https://www.goodreads.com/author/show/13288.Hannah_Hurnard,4.31,41954,1140,1955,christian|fiction|christian-fiction|classics|religion|christianity|religion|faith|spirituality|religion|christian|christian-living|inspirational
2442,Mark of the Lion Trilogy,9780842339520,books.book,https://www.goodreads.com/author/show/6492.Francine_Rivers,4.76,10649,774,1993,christian-fiction|christian|historical|historical-fiction|fiction|romance|historical
2443,"We'll Always Have Summer (Summer, #3)",9781416995586,books.book,https://www.goodreads.com/author/show/151371.Jenny_Han,4.14,83251,5954,2011,young-adult|romance|contemporary
2444,"United We Spy (Gallagher Girls, #6)",9781423165996,books.book,https://www.goodreads.com/author/show/56224.Ally_Carter,4.44,28052,2330,2013,young-adult|mystery|romance|contemporary
2445,The Ancestor's Tale,9780618619160,books.book,https://www.goodreads.com/author/show/1194.Richard_Dawkins,4.13,19943,692,2004,science|non-fiction|biology|evolution|science|biology|history
2446,"The Grim Grotto (A Series of Unfortunate Events, #11)",9780064410144,books.book,https://www.goodreads.com/author/show/36746.Lemony_Snicket,4.00,88941,2089,2004,fiction|young-adult|childrens|fantasy
2447,"Erak's Ransom (Ranger's Apprentice, #7)",9781741662092,books.book,https://www.goodreads.com/author/show/34049.John_Flanagan,4.32,46441,1404,2007,fantasy|young-adult|adventure|fiction
2448,"Austenland (Austenland, #1)",9781596912854,books.book,https://www.goodreads.com/author/show/49177.Shannon_Hale,3.54,77153,10874,2007,romance|fiction|womens-fiction|chick-lit|contemporary|adult|adult-fiction
2449,The Hero With a Thousand Faces,9780691017846,books.book,https://www.goodreads.com/author/show/20105.Joseph_Campbell,4.21,26581,1755,1949,non-fiction|fantasy|mythology|philosophy|psychology|language|writing|history
2450,"Grey (Fifty Shades as Told by Christian, #1)",9781101946343,books.book,https://www.goodreads.com/author/show/4725841.E_L_James,3.78,127925,11004,2015,romance|adult-fiction|erotica|erotica|bdsm|fiction
2451,"A Gathering of Shadows (Shades of Magic, #2)",9780765376473,books.book,https://www.goodreads.com/author/show/7168230.V_E_Schwab,4.30,77331,11593,2016,fantasy|young-adult|fiction|fantasy|magic
2452,The Largesse of the Sea Maiden,9780812988635,books.book,https://www.goodreads.com/author/show/6468.Denis_Johnson,3.80,5439,691,2018,short-stories|fiction|literary-fiction
2453,White Nights,null,books.book,https://www.goodreads.com/author/show/3137322.Fyodor_Dostoyevsky,4.03,35799,2707,1848,classics|fiction|literature|russian-literature|cultural|russia|short-stories|literature|romance|novels|literature|19th-century|novella
2454,Dark Matter,9781101904220,books.book,https://www.goodreads.com/author/show/442240.Blake_Crouch,4.10,180182,24313,2016,science-fiction|fiction|thriller|mystery
2455,Harry Potter and the Methods of Rationality,null,books.book,https://www.goodreads.com/author/show/4533716.Eliezer_Yudkowsky,4.39,11697,1171,2015,fantasy|fiction|fan-fiction|philosophy|science-fiction|young-adult|fantasy|magic|humor|adventure|unfinished
2456,Children of Dune (Dune Chronicles #3),null,books.book,https://www.goodreads.com/author/show/58.Frank_Herbert,3.92,93129,1784,1976,science-fiction|fiction|fantasy
2457,"'Tis A Memoir (Frank McCourt, #2)",9780006551812,books.book,https://www.goodreads.com/author/show/3347.Frank_McCourt,3.69,51203,2134,1999,non-fiction|autobiography|memoir|biography
2458,"Tricks (Tricks, #1)",9781416950073,books.book,https://www.goodreads.com/author/show/2821144.Ellen_Hopkins,4.29,32709,1724,2009,young-adult|poetry|fiction|contemporary
2459,North of Beautiful,9780316025058,books.book,https://www.goodreads.com/author/show/190922.Justina_Chen,3.92,34731,2159,2009,young-adult|romance|contemporary|realistic-fiction|fiction
2460,"The Hostile Hospital (A Series of Unfortunate Events, #8)",9781405206129,books.book,https://www.goodreads.com/author/show/36746.Lemony_Snicket,3.97,89836,2318,2001,fiction|young-adult|childrens|fantasy
2461,"King's Cage (Red Queen, #3)",9780062310712,books.book,https://www.goodreads.com/author/show/7074943.Victoria_Aveyard,4.01,92881,9704,2017,fantasy|young-adult|science-fiction|dystopia
2462,Use of Weapons,9781857231359,books.book,https://www.goodreads.com/author/show/5807106.Iain_M_Banks,4.19,35174,1574,1990,science-fiction|fiction|space|space-opera
2463,Revolution,9780385737630,books.book,https://www.goodreads.com/author/show/36346.Jennifer_Donnelly,4.02,26451,3925,2010,historical|historical-fiction|young-adult|historical|fiction|science-fiction|time-travel
2464,"Pride and Prejudice and Zombies (Pride and Prejudice and Zombies, #1)",9781594743344,books.book,https://www.goodreads.com/author/show/169377.Seth_Grahame_Smith,3.29,121210,12746,2009,fiction|horror|fantasy|horror|zombies|humor|romance|classics|historical|historical-fiction|fantasy|paranormal|historical
2465,The Watsons Go to Birmingham - 1963,9780440228004,books.book,https://www.goodreads.com/author/show/6846.Christopher_Paul_Curtis,3.97,54031,4496,1995,historical|historical-fiction|young-adult|fiction|childrens|historical|childrens|middle-grade
2466,The Essential Calvin and Hobbes,9780836218053,books.book,https://www.goodreads.com/author/show/13778.Bill_Watterson,4.64,106452,733,1988,sequential-art|comics|humor|sequential-art|graphic-novels|fiction
2467,Confess,9781476791456,books.book,https://www.goodreads.com/author/show/5430144.Colleen_Hoover,4.23,110061,13376,2015,romance|new-adult|contemporary|fiction
2468,Carpe Jugulum (Discworld #23; Witches #6),9780061051586,books.book,https://www.goodreads.com/author/show/1654.Terry_Pratchett,4.15,47701,1152,1998,fantasy|fiction|humor
2469,"The Declaration (The Declaration, #1)",9781599901190,books.book,https://www.goodreads.com/author/show/777173.Gemma_Malley,3.71,20464,1638,2007,young-adult|science-fiction|dystopia|science-fiction
2470,Save Yourself,9780385347341,books.book,https://www.goodreads.com/author/show/120948.Kelly_Braffet,3.37,4410,484,2013,fiction|thriller|mystery|dark|suspense|thriller|mystery-thriller|drama|contemporary
2471,Lord of Light,9780060567231,books.book,https://www.goodreads.com/author/show/3619.Roger_Zelazny,4.10,25084,1383,1967,science-fiction|fantasy|fiction
2472,Fatherland,9780061006623,books.book,https://www.goodreads.com/author/show/575.Robert_Harris,3.98,30262,1840,1992,fiction|historical|historical-fiction|science-fiction|alternate-history|thriller|mystery|mystery|crime|science-fiction
2473,The Grifters,9780316404051,books.book,https://www.goodreads.com/author/show/7621.Jim_Thompson,3.86,9481,412,1963,fiction|mystery|crime|mystery|noir|mystery|thriller
2474,"The Secret Hour (Midnighters, #1)",9780060519537,books.book,https://www.goodreads.com/author/show/13957.Scott_Westerfeld,3.81,27583,1999,2004,young-adult|fantasy|fantasy|paranormal|science-fiction
2475,"Here Be Dragons (Welsh Princes, #1)",9780345382849,books.book,https://www.goodreads.com/author/show/24655.Sharon_Kay_Penman,4.30,19814,1312,1985,historical|historical-fiction|fiction|historical|historical|medieval|fantasy|romance|european-literature|british-literature|romance|historical-romance|literature|13th-century|novels
2476,"Wool (Wool, #1)",null,books.book,https://www.goodreads.com/author/show/3064305.Hugh_Howey,4.12,70999,4152,2011,science-fiction|fiction|science-fiction|dystopia|apocalyptic|post-apocalyptic
2477,"Touch of Power (Healer, #1)",9780778313076,books.book,https://www.goodreads.com/author/show/445303.Maria_V_Snyder,4.15,40341,3145,2011,fantasy|young-adult|fantasy|magic|romance|fantasy|high-fantasy
2478,"La catedral del mar (La catedral del mar, #1)",9788425340031,books.book,https://www.goodreads.com/author/show/31003.Ildefonso_Falcones,4.09,33362,1781,2006,historical|historical-fiction|fiction|historical|cultural|spain|european-literature|spanish-literature|historical|medieval|novels|romance|roman|drama
2479,"Airhead (Airhead, #1)",9780545040525,books.book,https://www.goodreads.com/author/show/11654.Meg_Cabot,3.77,35709,2094,2008,young-adult|romance|womens-fiction|chick-lit
2480,"Altered Carbon (Takeshi Kovacs, #1)",9780345457691,books.book,https://www.goodreads.com/author/show/16496.Richard_K_Morgan,4.06,74814,5083,2002,science-fiction|fiction|science-fiction|cyberpunk|mystery
2481,"Twisted Perfection (Rosemary Beach, #5; Perfection, #1)",null,books.book,https://www.goodreads.com/author/show/4872191.Abbi_Glines,4.25,62755,3995,2013,new-adult|romance|contemporary|romance|contemporary-romance
2482,The Body,9780582418172,books.book,https://www.goodreads.com/author/show/3389.Stephen_King,4.26,29366,1100,1982,horror|fiction|short-stories|young-adult|coming-of-age
2483,"Changes (The Dresden Files, #12)",9780451463173,books.book,https://www.goodreads.com/author/show/10746.Jim_Butcher,4.50,89697,3694,2010,fantasy|urban-fantasy|fantasy|fiction|mystery|fantasy|paranormal
2484,"Losing It (Losing It, #1)",9780988393509,books.book,https://www.goodreads.com/author/show/6535659.Cora_Carmack,3.75,96402,7012,2012,contemporary|romance|contemporary-romance|romance|academic|college|womens-fiction|chick-lit|new-adult
2485,الأسود يليق بك,9789953267195,books.book,https://www.goodreads.com/author/show/2993185.Ahlam_Mosteghanemi,3.68,57231,5736,2012,novels|romance
2486,Lectures on Faith,9780877478973,books.book,https://www.goodreads.com/author/show/3009967.Joseph_Smith_Jr_,4.49,5237,249,1835,religion|christianity|lds|non-fiction|religion|church|spirituality
2487,"His Majesty's Dragon (Temeraire, #1)",9780345481283,books.book,https://www.goodreads.com/author/show/8730.Naomi_Novik,4.06,67886,5641,2006,fantasy|fantasy|dragons|historical|historical-fiction|fiction|historical|science-fiction|alternate-history
2488,Batman,9781563894695,books.book,https://www.goodreads.com/author/show/32594.Jeph_Loeb,4.31,68739,2014,1997,sequential-art|comics|sequential-art|graphic-novels|dc-comics|batman|superheroes|dc-comics|comics|comic-book|fiction
2489,"The Rising (Blue River Chronicles, #1)",9780620640053,books.book,https://www.goodreads.com/author/show/10777492.C_M_Meridian,3.56,50,5,2014,shapeshifters|werewolves|fantasy|urban-fantasy
2490,Ordeal,null,books.book,https://www.goodreads.com/author/show/4078538.Tatyana_K_Varenko,3.93,116,54,2010,paranormal|vampires|romance|paranormal-romance|fantasy|paranormal|romance|fantasy|poetry
2491,درخت زیبای من,964913980X,books.book,https://www.goodreads.com/author/show/30091.Jos_Mauro_de_Vasconcelos,4.40,23839,2004,1968,classics|fiction|novels|childrens
2492,"The Archived (The Archived, #1)",9781423157311,books.book,https://www.goodreads.com/author/show/3099544.Victoria_Schwab,4.01,22202,4037,2013,fantasy|young-adult|fantasy|paranormal
2493,"Queen of the Darkness (The Black Jewels, #3)",9780451456731,books.book,https://www.goodreads.com/author/show/26897.Anne_Bishop,4.37,23947,608,2000,fantasy|romance|fantasy|magic|fiction|fantasy|dark-fantasy
2494,"The Fall of Five (Lorien Legacies, #4)",9780061974618,books.book,https://www.goodreads.com/author/show/3380908.Pittacus_Lore,4.23,53932,3771,2013,young-adult|fantasy|science-fiction
2495,"The Opal Deception (Artemis Fowl, #4)",9781423103998,books.book,https://www.goodreads.com/author/show/10896.Eoin_Colfer,4.05,116529,1830,2005,fantasy|young-adult|fiction
2496,I Dream of Yellow Kites,null,books.book,https://www.goodreads.com/author/show/15106534.Retta_Bono,3.89,44,0,2016,young-adult|thriller|fantasy|paranormal|suspense|mystery
2497,High-Rise,9780871404022,books.book,https://www.goodreads.com/author/show/7010931.J_G_Ballard,3.61,22224,2081,1975,fiction|science-fiction|science-fiction|dystopia|thriller
2498,"Labyrinth (Languedoc, #1)",9780425213971,books.book,https://www.goodreads.com/author/show/9343.Kate_Mosse,3.57,44436,2940,2005,historical|historical-fiction|fiction|fantasy|mystery|historical
2499,An Instance of the Fingerpost,9781573227957,books.book,https://www.goodreads.com/author/show/9833.Iain_Pears,3.94,20437,1231,1997,historical|historical-fiction|fiction|mystery|historical|mystery|crime
2500,"Farewell, My Lovely (Philip Marlowe, #2)",9780394758275,books.book,https://www.goodreads.com/author/show/1377.Raymond_Chandler,4.15,27508,1453,1940,mystery|fiction|mystery|crime|mystery|noir|classics|mystery|detective
2501,The Complete Fairy Tales,9781934169575,books.book,https://www.goodreads.com/author/show/3565.Oscar_Wilde,4.33,10500,272,1891,classics|fantasy|short-stories|fiction|fantasy|fairy-tales
2502,"Theft of Swords (The Riyria Revelations, #1-2)",9780316187749,books.book,https://www.goodreads.com/author/show/2063919.Michael_J_Sullivan,4.23,47652,3356,2011,fantasy|fiction|fantasy|epic-fantasy|fantasy|high-fantasy|adventure
2503,"Succubus on Top (Georgina Kincaid, #2)",9780758216427,books.book,https://www.goodreads.com/author/show/137902.Richelle_Mead,4.07,28378,1269,2008,fantasy|urban-fantasy|fantasy|paranormal|fantasy|romance|romance|paranormal-romance|paranormal|vampires
2504,"The Walking Dead, Vol. 1",9781582406725,books.book,https://www.goodreads.com/author/show/12425.Robert_Kirkman,4.27,192650,3826,2004,sequential-art|graphic-novels|sequential-art|comics|horror|horror|zombies|fiction|graphic-novels-comics
2505,"Olive Kitteridge (Olive Kitteridge, #1)",9781400062089,books.book,https://www.goodreads.com/author/show/97313.Elizabeth_Strout,3.81,129323,15719,2008,fiction|short-stories|literary-fiction|book-club
2506,Of Love and Other Demons,9780517405093,books.book,https://www.goodreads.com/author/show/13450.Gabriel_Garc_a_M_rquez,3.98,49124,2228,1994,fiction|magical-realism|classics|historical|historical-fiction|literature
2507,Six Days of the Condor,9780393086928,books.book,https://www.goodreads.com/author/show/132225.James_Grady,4.09,16980,289,1974,thriller|fiction|mystery|drama|suspense|mystery|crime|spy-thriller|espionage|novels|adult-fiction|thriller|mystery-thriller
2508,"The Time Paradox (Artemis Fowl, #6)",null,books.book,https://www.goodreads.com/author/show/10896.Eoin_Colfer,4.07,74260,2079,2008,fantasy|young-adult|fiction|science-fiction
2509,"Paradise (Second Opportunities, #1)",9780743474160,books.book,https://www.goodreads.com/author/show/9885.Judith_McNaught,4.32,28475,1283,1991,romance|romance|contemporary-romance|contemporary|fiction|romance|historical-romance
2510,"After (After, #1)",9781476792484,books.book,https://www.goodreads.com/author/show/3927354.Anna_Todd,3.73,79496,9024,2014,romance|new-adult|contemporary|young-adult
2511,"I Have Never (First Comes Love, #2)",9781546716549,books.book,https://www.goodreads.com/author/show/14135080.Camilla_Isley,4.26,667,129,2017,womens-fiction|chick-lit|romance|contemporary|humor
2512,Let It Snow,9780142412145,books.book,https://www.goodreads.com/author/show/1406384.John_Green,3.80,93529,9136,2008,young-adult|romance|contemporary|holiday|christmas
2513,Any Human Heart,9781400031009,books.book,https://www.goodreads.com/author/show/8170.William_Boyd,4.27,13372,1275,2002,fiction|historical|historical-fiction|historical|literature|literary-fiction|european-literature|british-literature|novels|contemporary|audiobook|classics
2514,"Hunting Ground (Alpha & Omega, #2)",9780441017386,books.book,https://www.goodreads.com/author/show/40563.Patricia_Briggs,4.27,54927,2006,2009,fantasy|fantasy|urban-fantasy|fantasy|paranormal|romance|romance|paranormal-romance|shapeshifters|werewolves
2515,"The Kings of Clonmel (Ranger's Apprentice, #8)",9781741663013,books.book,https://www.goodreads.com/author/show/34049.John_Flanagan,4.29,43476,1150,2008,fantasy|young-adult|adventure|fiction
2516,"The Rose Society (The Young Elites, #2)",9780399167843,books.book,https://www.goodreads.com/author/show/4342215.Marie_Lu,4.08,43082,5825,2015,fantasy|young-adult|science-fiction|dystopia
2517,"Moving Pictures (Discworld, #10; Industrial Revolution, #1)",9780552152945,books.book,https://www.goodreads.com/author/show/1654.Terry_Pratchett,3.94,59229,1389,1990,fantasy|fiction|humor|humor|comedy|science-fiction-fantasy|humor|funny|audiobook|fantasy|magic|science-fiction|adventure
2518,"Destined (House of Night, #9)",9781905654871,books.book,https://www.goodreads.com/author/show/17015.P_C_Cast,4.04,69422,2640,2011,paranormal|vampires|young-adult|fantasy|fantasy|paranormal
2519,"Prince of Thorns (The Broken Empire, #1)",9780007423293,books.book,https://www.goodreads.com/author/show/4721536.Mark_Lawrence,3.87,80806,5912,2011,fantasy|fiction|fantasy|dark-fantasy|fantasy|epic-fantasy|fantasy|high-fantasy
2520,"The Lunatic Cafe (Anita Blake, Vampire Hunter #4)",9780425201374,books.book,https://www.goodreads.com/author/show/9550.Laurell_K_Hamilton,4.12,68840,1313,1996,fantasy|urban-fantasy|paranormal|vampires|fantasy|paranormal|fantasy|romance|romance|paranormal-romance|horror
2521,The Lover,9780375700521,books.book,https://www.goodreads.com/author/show/163.Marguerite_Duras,3.75,31033,2180,1984,fiction|cultural|france|classics|romance|european-literature|french-literature
2522,The Wealth of Nations,9780553585971,books.book,https://www.goodreads.com/author/show/14424.Adam_Smith,3.88,24643,847,1776,economics|non-fiction|philosophy|classics|politics|history|business
2523,"Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson, #1)",9780060288143,books.book,https://www.goodreads.com/author/show/65189.Louise_Rennison,3.75,125550,4111,1999,young-adult|humor|fiction|romance|womens-fiction|chick-lit
2524,The Samurai's Garden,9780312144074,books.book,https://www.goodreads.com/author/show/28719.Gail_Tsukiyama,4.12,20482,1836,1994,fiction|historical|historical-fiction|cultural|japan|cultural|asia|literature|asian-literature|historical
2525,A Soldier of the Great War,9780156031134,books.book,https://www.goodreads.com/author/show/8146.Mark_Helprin,4.34,6217,691,1991,fiction|historical|historical-fiction|war|cultural|italy|war|world-war-i
2526,The Club Dumas,9780156032834,books.book,https://www.goodreads.com/author/show/40398.Arturo_P_rez_Reverte,3.81,31509,1799,1993,mystery|fiction|historical|historical-fiction|thriller|writing|books-about-books|cultural|spain
2527,"The Memoirs of Sherlock Holmes (Sherlock Holmes, #4)",9780192123091,books.book,https://www.goodreads.com/author/show/2448.Arthur_Conan_Doyle,4.32,75113,1777,1894,mystery|classics|fiction|short-stories|mystery|crime
2528,"Genghis (Conqueror, #1)",9780440243908,books.book,https://www.goodreads.com/author/show/119121.Conn_Iggulden,4.36,24307,1376,2007,historical|historical-fiction|fiction|historical
2529,Dark Rooms,9780062345868,books.book,https://www.goodreads.com/author/show/8323980.Lili_Anolik,3.10,3849,314,2015,mystery|fiction|thriller|suspense|drama|thriller|mystery-thriller|thriller|psychological-thriller
2530,SSN Seadragon,null,books.book,https://www.goodreads.com/author/show/17140249.J_P_Ronald,4.24,369,4,2017,contemporary
2531,Blue Like Jazz,9780785263708,books.book,https://www.goodreads.com/author/show/4829.Donald_Miller,3.91,94643,3825,2003,non-fiction|christian|religion|religion|christianity|religion|faith|spirituality
2532,"Throne of Glass (Throne of Glass, #1)",null,books.book,https://www.goodreads.com/author/show/3433047.Sarah_J_Maas,4.22,480857,38005,2012,fantasy|young-adult|romance
2533,Maurice,9780393310320,books.book,https://www.goodreads.com/author/show/86404.E_M_Forster,4.02,23857,1388,1971,classics|fiction|lgbt|glbt|queer|romance|lgbt|gay
2534,Maniac Magee,9780590452038,books.book,https://www.goodreads.com/author/show/12696.Jerry_Spinelli,3.87,110657,4164,1990,young-adult|fiction|childrens|realistic-fiction|childrens|middle-grade
2535,The Secret of the Nagas (Shiva Trilogy #2),97893806587,books.book,https://www.goodreads.com/author/show/4343092.Amish_Tripathi,4.02,66865,2454,2011,fiction|fantasy|mythology|fantasy|asian-literature|indian-literature
2536,"Ethereal Fury (Gemini Rising, #1)",9780925776259,books.book,https://www.goodreads.com/author/show/7036526.Jessica_O_Gorek,3.92,205,116,2013,fantasy|paranormal|fantasy|young-adult|science-fiction|science-fiction|dystopia|romance|romance|paranormal-romance|fiction|paranormal|demons
2537,Bel-Ami,9780140443158,books.book,https://www.goodreads.com/author/show/18791.Guy_de_Maupassant,3.83,25117,1168,1885,classics|fiction|cultural|france|european-literature|french-literature
2538,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror,9780141439730,books.book,https://www.goodreads.com/author/show/854076.Robert_Louis_Stevenson,3.96,98636,905,1886,classics|horror|fiction|gothic|science-fiction
2539,Forever,9780316735698,books.book,https://www.goodreads.com/author/show/44942.Pete_Hamill,3.93,10419,1442,2002,fiction|historical|historical-fiction|fantasy|new-york
2540,"The Confusion (The Baroque Cycle, #2)",9780060733353,books.book,https://www.goodreads.com/author/show/545.Neal_Stephenson,4.25,21128,673,2004,fiction|historical|historical-fiction|science-fiction|fantasy|historical
2541,The Luminaries,9780316074315,books.book,https://www.goodreads.com/author/show/2093764.Eleanor_Catton,3.72,56946,7490,2013,fiction|historical|historical-fiction|mystery|historical
2542,"Maybe Someday (Maybe, #1)",null,books.book,https://www.goodreads.com/author/show/5430144.Colleen_Hoover,4.30,148610,16072,2014,romance|new-adult|contemporary|young-adult|romance|contemporary-romance
2543,"Rodrick Rules (Diary of a Wimpy Kid, #2)",9780810994737,books.book,https://www.goodreads.com/author/show/221559.Jeff_Kinney,4.11,117990,6684,2008,humor|fiction|childrens|realistic-fiction
2544,Death with Interruptions,9780151012749,books.book,https://www.goodreads.com/author/show/1285555.Jos_Saramago,3.99,29639,3127,2005,fiction|fantasy|magical-realism|literature|european-literature|portuguese-literature|novels
2545,Frisk,9782867449239,books.book,https://www.goodreads.com/author/show/29064.Dennis_Cooper,3.43,2943,131,1991,fiction|lgbt|glbt|queer|dark|horror
2546,"The Program (The Program, #1)",9781442445802,books.book,https://www.goodreads.com/author/show/164576.Suzanne_Young,4.06,39940,5225,2013,young-adult|science-fiction|dystopia|romance
2547,Growth of the Soil,9780394717814,books.book,https://www.goodreads.com/author/show/18317.Knut_Hamsun,4.10,7487,534,1917,fiction|classics|literature|novels
2548,"Undeniable (Undeniable, #1)",null,books.book,https://www.goodreads.com/author/show/6554504.Madeline_Sheehan,4.06,46874,4616,2012,romance|dark|contemporary
2549,Audition,9780747589488,books.book,https://www.goodreads.com/author/show/8881.Ry_Murakami,3.47,6909,591,1997,horror|fiction|cultural|japan|asian-literature|japanese-literature|thriller|mystery
2550,Love is the Answer God is the Cure,null,books.book,https://www.goodreads.com/author/show/18294819.Aimee_Cabo_Nikolov,4.33,2122,62,2018,contemporary|novels
2551,"The Darkest Hour (Warriors, #6)",9780060525859,books.book,https://www.goodreads.com/author/show/27498.Erin_Hunter,4.53,34414,1179,2005,fantasy|animals|fiction
2552,"Life After Life (Todd Family, #1)",9780316176484,books.book,https://www.goodreads.com/author/show/10015.Kate_Atkinson,3.76,182604,23001,2013,fiction|historical|historical-fiction|fantasy|historical|science-fiction|time-travel
2553,The Sugar Queen,9780553805499,books.book,https://www.goodreads.com/author/show/566874.Sarah_Addison_Allen,3.98,46967,5373,2008,fiction|magical-realism|romance|womens-fiction|chick-lit|fantasy|contemporary
2554,"The Name of the Star (Shades of London, #1)",9780142422052,books.book,https://www.goodreads.com/author/show/10317.Maureen_Johnson,3.90,44543,5069,2011,young-adult|mystery|fantasy|fantasy|paranormal
2555,"Forest of Secrets (Warriors, #3)",9780060525613,books.book,https://www.goodreads.com/author/show/27498.Erin_Hunter,4.42,37486,1303,2003,fantasy|animals|fiction
2556,The Waste Land and Other Poems,9780156948777,books.book,https://www.goodreads.com/author/show/18540.T_S_Eliot,4.23,47453,776,1940,poetry|classics|fiction|literature
2557,"Ada, or Ardor",9780679725220,books.book,https://www.goodreads.com/author/show/5152.Vladimir_Nabokov,4.14,8680,659,1969,fiction|classics|cultural|russia|literature
2558,The Motorcycle Diaries,9781876175702,books.book,https://www.goodreads.com/author/show/76172.Ernesto_Che_Guevara,3.79,27388,1571,1992,non-fiction|travel|biography|history|autobiography|memoir|politics|biography|autobiography|adventure|biography-memoir|classics
2559,Off the Grid,9780986089800,books.book,https://www.goodreads.com/author/show/13476382.Brian_Courtney,4.19,379,29,2015,new-adult|suspense|thriller|mystery|modern|young-adult|speculative-fiction|adventure|literature|21st-century|drama
2560,"Maus II (Maus, #2)",9780679729778,books.book,https://www.goodreads.com/author/show/5117.Art_Spiegelman,4.39,113490,2839,1991,sequential-art|graphic-novels|sequential-art|comics|non-fiction|history|autobiography|memoir|world-war-ii|holocaust
2561,"For a Few Demons More (The Hollows, #5)",9780060788384,books.book,https://www.goodreads.com/author/show/17054.Kim_Harrison,4.33,51735,1310,2007,fantasy|urban-fantasy|fantasy|fantasy|paranormal|paranormal|vampires|paranormal|witches|fantasy|magic
2562,The Bridges of Constantine,9781408846407,books.book,https://www.goodreads.com/author/show/2993185.Ahlam_Mosteghanemi,3.84,22394,1932,1993,novels|fiction
2563,"Backstage Pass (Sinners on Tour, #1)",9781402244421,books.book,https://www.goodreads.com/author/show/4062698.Olivia_Cunning,4.04,55100,3435,2010,romance|adult-fiction|erotica|contemporary|romance|contemporary-romance|adult|romance|erotic-romance
2564,"The Mad Ship (Liveship Traders, #2)",9780006498865,books.book,https://www.goodreads.com/author/show/25307.Robin_Hobb,4.24,42897,1294,1999,fantasy|fiction|fantasy|epic-fantasy|fantasy|dragons|fantasy|high-fantasy|science-fiction-fantasy|adventure|fantasy|magic|epic|adventure|pirates
2565,The Cost of Discipleship,9780684815008,books.book,https://www.goodreads.com/author/show/29333.Dietrich_Bonhoeffer,4.29,30656,1007,1937,religion|theology|christian|religion|christianity|religion|non-fiction|christian|christian-living|religion|faith
2566,"Of Poseidon (The Syrena Legacy, #1)",9781250003324,books.book,https://www.goodreads.com/author/show/504038.Anna_Banks,4.03,43732,4456,2012,fantasy|young-adult|romance|mythology|mermaids|fantasy|paranormal|fantasy|mythology
2567,الرحيق المختوم,9953320993,books.book,https://www.goodreads.com/author/show/19253111._,4.57,15756,1364,1979,religion|islam|religion|history|biography
2568,Tampa,9780062280565,books.book,https://www.goodreads.com/author/show/4125204.Alissa_Nutting,3.34,16627,3223,2013,fiction|contemporary|adult|mystery|crime|dark
2569,Go Tell It on the Mountain,9780141185910,books.book,https://www.goodreads.com/author/show/10427.James_Baldwin,4.02,38486,2126,1953,fiction|classics|cultural|african-american|religion|literature|novels
